ip,rid,age_bin,gender,marital,income_bin,state,own_dog,dog_or_cat,adopt_or_shop,dog_size,msg_treat_ind,shelter_treat_bin,duration,dog_num,rating,shelter_tp
104.171.171.106,592226,3,1,0,2,43,2,1,1,2,0,0,253,1,9,0
104.171.171.106,592226,3,1,0,2,43,2,1,1,2,0,0,253,2,10,0
104.171.171.106,592226,3,1,0,2,43,2,1,1,2,0,0,253,3,8,0
104.171.171.106,592226,3,1,0,2,43,2,1,1,2,0,0,253,4,10,0
104.171.171.87,174100,2,1,0,1,4,2,1,0,1,1,0,270,1,8,0
104.171.171.87,174100,2,1,0,1,4,2,1,0,1,1,0,270,2,8,0
104.171.171.87,174100,2,1,0,1,4,2,1,0,1,1,0,270,3,6,0
104.171.171.87,174100,2,1,0,1,4,2,1,0,1,1,0,270,4,3,0
163.123.220.164,975514,3,0,0,1,10,2,1,0,1,0,0,260,1,6,0
163.123.220.164,975514,3,0,0,1,10,2,1,0,1,0,0,260,2,7,0
163.123.220.164,975514,3,0,0,1,10,2,1,0,1,0,0,260,3,7,0
163.123.220.164,975514,3,0,0,1,10,2,1,0,1,0,0,260,4,8,0
104.246.125.4,732883,2,0,0,2,6,2,1,0,0,0,1,108,1,10,2
104.246.125.4,732883,2,0,0,2,6,2,1,0,0,0,1,108,2,10,1
104.246.125.4,732883,2,0,0,2,6,2,1,0,0,0,1,108,3,10,1
104.246.125.4,732883,2,0,0,2,6,2,1,0,0,0,1,108,4,9,2
147.124.216.78,958715,2,1,0,2,9,2,1,0,1,0,0,136,1,5,0
147.124.216.78,958715,2,1,0,2,9,2,1,0,1,0,0,136,2,6,0
147.124.216.78,958715,2,1,0,2,9,2,1,0,1,0,0,136,3,6,0
147.124.216.78,958715,2,1,0,2,9,2,1,0,1,0,0,136,4,5,0
144.202.45.4,434796,3,1,0,1,21,2,1,1,1,1,1,232,1,1,2
144.202.45.4,434796,3,1,0,1,21,2,1,1,1,1,1,232,2,2,1
144.202.45.4,434796,3,1,0,1,21,2,1,1,1,1,1,232,3,2,1
144.202.45.4,434796,3,1,0,1,21,2,1,1,1,1,1,232,4,3,1
208.218.229.102,324070,1,1,0,3,8,2,1,1,1,1,0,111,1,6,0
208.218.229.102,324070,1,1,0,3,8,2,1,1,1,1,0,111,2,6,0
208.218.229.102,324070,1,1,0,3,8,2,1,1,1,1,0,111,3,9,0
208.218.229.102,324070,1,1,0,3,8,2,1,1,1,1,0,111,4,6,0
163.123.222.27,847670,5,0,0,2,43,2,1,0,1,1,0,98,1,6,0
163.123.222.27,847670,5,0,0,2,43,2,1,0,1,1,0,98,2,7,0
163.123.222.27,847670,5,0,0,2,43,2,1,0,1,1,0,98,3,9,0
163.123.222.27,847670,5,0,0,2,43,2,1,0,1,1,0,98,4,8,0
45.63.108.128,549770,4,1,0,3,4,2,1,1,1,1,0,186,1,6,0
45.63.108.128,549770,4,1,0,3,4,2,1,1,1,1,0,186,2,8,0
45.63.108.128,549770,4,1,0,3,4,2,1,1,1,1,0,186,3,6,0
45.63.108.128,549770,4,1,0,3,4,2,1,1,1,1,0,186,4,6,0
31.131.10.53,256298,3,1,0,1,38,2,1,0,1,0,1,290,1,9,1
31.131.10.53,256298,3,1,0,1,38,2,1,0,1,0,1,290,2,5,2
31.131.10.53,256298,3,1,0,1,38,2,1,0,1,0,1,290,3,10,1
31.131.10.53,256298,3,1,0,1,38,2,1,0,1,0,1,290,4,9,2
128.254.166.249,496544,5,1,0,3,1,2,1,1,1,1,1,83,1,7,1
128.254.166.249,496544,5,1,0,3,1,2,1,1,1,1,1,83,2,4,1
128.254.166.249,496544,5,1,0,3,1,2,1,1,1,1,1,83,3,5,1
128.254.166.249,496544,5,1,0,3,1,2,1,1,1,1,1,83,4,6,2
163.123.220.165,582019,6,0,0,2,10,2,1,1,1,1,1,364,1,6,1
163.123.220.165,582019,6,0,0,2,10,2,1,1,1,1,1,364,2,5,1
163.123.220.165,582019,6,0,0,2,10,2,1,1,1,1,1,364,3,6,2
163.123.220.165,582019,6,0,0,2,10,2,1,1,1,1,1,364,4,7,1
155.193.158.154,720577,2,0,0,1,9,2,1,1,1,0,1,163,1,8,2
155.193.158.154,720577,2,0,0,1,9,2,1,1,1,0,1,163,2,7,2
155.193.158.154,720577,2,0,0,1,9,2,1,1,1,0,1,163,3,7,1
155.193.158.154,720577,2,0,0,1,9,2,1,1,1,0,1,163,4,5,2
136.175.100.20,700771,2,1,2,2,38,2,1,0,0,0,0,137,1,7,0
136.175.100.20,700771,2,1,2,2,38,2,1,0,0,0,0,137,2,6,0
136.175.100.20,700771,2,1,2,2,38,2,1,0,0,0,0,137,3,5,0
136.175.100.20,700771,2,1,2,2,38,2,1,0,0,0,0,137,4,4,0
66.207.178.51,912016,4,1,0,2,15,2,1,0,2,0,0,113,1,9,0
66.207.178.51,912016,4,1,0,2,15,2,1,0,2,0,0,113,2,8,0
66.207.178.51,912016,4,1,0,2,15,2,1,0,2,0,0,113,3,8,0
66.207.178.51,912016,4,1,0,2,15,2,1,0,2,0,0,113,4,9,0
163.123.220.194,959725,4,0,0,2,43,2,1,1,1,1,0,398,1,7,0
163.123.220.194,959725,4,0,0,2,43,2,1,1,1,1,0,398,2,8,0
163.123.220.194,959725,4,0,0,2,43,2,1,1,1,1,0,398,3,10,0
163.123.220.194,959725,4,0,0,2,43,2,1,1,1,1,0,398,4,6,0
155.193.140.166,780817,2,0,0,1,35,2,1,0,0,1,1,419,1,9,1
155.193.140.166,780817,2,0,0,1,35,2,1,0,0,1,1,419,2,10,1
155.193.140.166,780817,2,0,0,1,35,2,1,0,0,1,1,419,3,9,2
155.193.140.166,780817,2,0,0,1,35,2,1,0,0,1,1,419,4,9,1
208.202.243.252,310876,2,1,0,3,4,2,1,0,1,1,1,156,1,8,1
208.202.243.252,310876,2,1,0,3,4,2,1,0,1,1,1,156,2,7,1
208.202.243.252,310876,2,1,0,3,4,2,1,0,1,1,1,156,3,8,1
208.202.243.252,310876,2,1,0,3,4,2,1,0,1,1,1,156,4,8,1
104.37.174.49,589569,3,1,0,1,21,2,1,0,1,1,0,187,1,6,0
104.37.174.49,589569,3,1,0,1,21,2,1,0,1,1,0,187,2,4,0
104.37.174.49,589569,3,1,0,1,21,2,1,0,1,1,0,187,3,6,0
104.37.174.49,589569,3,1,0,1,21,2,1,0,1,1,0,187,4,9,0
144.202.44.54,832053,2,1,0,0,27,2,1,0,0,1,1,132,1,7,1
144.202.44.54,832053,2,1,0,0,27,2,1,0,0,1,1,132,2,6,1
144.202.44.54,832053,2,1,0,0,27,2,1,0,0,1,1,132,3,8,2
144.202.44.54,832053,2,1,0,0,27,2,1,0,0,1,1,132,4,7,1
165.225.33.75,593160,2,0,2,1,43,2,1,1,2,1,1,78,1,8,1
165.225.33.75,593160,2,0,2,1,43,2,1,1,2,1,1,78,2,4,1
165.225.33.75,593160,2,0,2,1,43,2,1,1,2,1,1,78,3,8,2
165.225.33.75,593160,2,0,2,1,43,2,1,1,2,1,1,78,4,2,1
147.124.220.20,446643,1,1,0,2,43,2,1,1,0,0,1,103,1,4,2
147.124.220.20,446643,1,1,0,2,43,2,1,1,0,0,1,103,2,4,1
147.124.220.20,446643,1,1,0,2,43,2,1,1,0,0,1,103,3,5,1
147.124.220.20,446643,1,1,0,2,43,2,1,1,0,0,1,103,4,4,1
208.195.172.238,750746,2,1,0,2,4,2,1,0,2,0,0,92,1,8,0
208.195.172.238,750746,2,1,0,2,4,2,1,0,2,0,0,92,2,4,0
208.195.172.238,750746,2,1,0,2,4,2,1,0,2,0,0,92,3,7,0
208.195.172.238,750746,2,1,0,2,4,2,1,0,2,0,0,92,4,7,0
109.121.25.3,719168,3,1,0,1,24,2,1,0,0,0,0,210,1,10,0
109.121.25.3,719168,3,1,0,1,24,2,1,0,0,0,0,210,2,10,0
109.121.25.3,719168,3,1,0,1,24,2,1,0,0,0,0,210,3,8,0
109.121.25.3,719168,3,1,0,1,24,2,1,0,0,0,0,210,4,7,0
23.135.40.182,191845,3,0,0,3,19,2,1,1,1,1,1,115,1,6,1
23.135.40.182,191845,3,0,0,3,19,2,1,1,1,1,1,115,2,10,2
23.135.40.182,191845,3,0,0,3,19,2,1,1,1,1,1,115,3,6,1
23.135.40.182,191845,3,0,0,3,19,2,1,1,1,1,1,115,4,7,2
104.171.171.188,313991,5,1,0,3,46,2,1,0,1,1,1,120,1,6,1
104.171.171.188,313991,5,1,0,3,46,2,1,0,1,1,1,120,2,3,1
104.171.171.188,313991,5,1,0,3,46,2,1,0,1,1,1,120,3,8,1
104.171.171.188,313991,5,1,0,3,46,2,1,0,1,1,1,120,4,9,2
208.200.7.175,887595,5,0,0,1,38,2,1,0,1,1,0,208,1,4,0
208.200.7.175,887595,5,0,0,1,38,2,1,0,1,1,0,208,2,7,0
208.200.7.175,887595,5,0,0,1,38,2,1,0,1,1,0,208,3,6,0
208.200.7.175,887595,5,0,0,1,38,2,1,0,1,1,0,208,4,6,0
45.77.215.213,431242,3,1,0,1,41,2,1,1,1,0,0,371,1,5,0
45.77.215.213,431242,3,1,0,1,41,2,1,1,1,0,0,371,2,5,0
45.77.215.213,431242,3,1,0,1,41,2,1,1,1,0,0,371,3,6,0
45.77.215.213,431242,3,1,0,1,41,2,1,1,1,0,0,371,4,5,0
121.91.230.170,970953,1,1,0,1,35,2,1,1,1,0,0,361,1,5,0
121.91.230.170,970953,1,1,0,1,35,2,1,1,1,0,0,361,2,6,0
121.91.230.170,970953,1,1,0,1,35,2,1,1,1,0,0,361,3,8,0
121.91.230.170,970953,1,1,0,1,35,2,1,1,1,0,0,361,4,5,0
65.195.215.118,866965,2,1,2,2,46,2,1,0,1,1,1,203,1,5,2
65.195.215.118,866965,2,1,2,2,46,2,1,0,1,1,1,203,2,5,2
65.195.215.118,866965,2,1,2,2,46,2,1,0,1,1,1,203,3,7,1
65.195.215.118,866965,2,1,2,2,46,2,1,0,1,1,1,203,4,6,2
208.196.122.32,894886,1,1,2,3,46,2,1,1,0,0,1,125,1,1,1
208.196.122.32,894886,1,1,2,3,46,2,1,1,0,0,1,125,2,1,1
208.196.122.32,894886,1,1,2,3,46,2,1,1,0,0,1,125,3,1,1
208.196.122.32,894886,1,1,2,3,46,2,1,1,0,0,1,125,4,1,1
149.46.136.80,345320,1,1,2,1,46,2,1,1,0,0,0,191,1,6,0
149.46.136.80,345320,1,1,2,1,46,2,1,1,0,0,0,191,2,4,0
149.46.136.80,345320,1,1,2,1,46,2,1,1,0,0,0,191,3,7,0
149.46.136.80,345320,1,1,2,1,46,2,1,1,0,0,0,191,4,3,0
149.28.98.30,979274,3,1,0,1,9,2,1,0,1,1,0,367,1,2,0
149.28.98.30,979274,3,1,0,1,9,2,1,0,1,1,0,367,2,3,0
149.28.98.30,979274,3,1,0,1,9,2,1,0,1,1,0,367,3,2,0
149.28.98.30,979274,3,1,0,1,9,2,1,0,1,1,0,367,4,3,0
185.104.14.214,714394,3,0,0,3,4,2,1,0,1,0,1,262,1,6,2
185.104.14.214,714394,3,0,0,3,4,2,1,0,1,0,1,262,2,5,2
185.104.14.214,714394,3,0,0,3,4,2,1,0,1,0,1,262,3,7,2
185.104.14.214,714394,3,0,0,3,4,2,1,0,1,0,1,262,4,8,2
202.182.70.80,246756,2,1,0,3,34,2,1,0,1,1,1,408,1,7,1
202.182.70.80,246756,2,1,0,3,34,2,1,0,1,1,1,408,2,5,2
202.182.70.80,246756,2,1,0,3,34,2,1,0,1,1,1,408,3,8,2
202.182.70.80,246756,2,1,0,3,34,2,1,0,1,1,1,408,4,7,1
163.123.220.187,719655,3,0,0,2,47,2,1,1,0,1,1,79,1,5,2
163.123.220.187,719655,3,0,0,2,47,2,1,1,0,1,1,79,2,5,2
163.123.220.187,719655,3,0,0,2,47,2,1,1,0,1,1,79,3,7,1
163.123.220.187,719655,3,0,0,2,47,2,1,1,0,1,1,79,4,5,2
163.123.220.175,967548,5,1,0,2,19,2,1,1,1,1,0,107,1,6,0
163.123.220.175,967548,5,1,0,2,19,2,1,1,1,1,0,107,2,7,0
163.123.220.175,967548,5,1,0,2,19,2,1,1,1,1,0,107,3,8,0
163.123.220.175,967548,5,1,0,2,19,2,1,1,1,1,0,107,4,7,0
147.124.213.137,532099,2,0,0,1,14,2,1,1,1,0,1,209,1,5,2
147.124.213.137,532099,2,0,0,1,14,2,1,1,1,0,1,209,2,5,2
147.124.213.137,532099,2,0,0,1,14,2,1,1,1,0,1,209,3,5,2
147.124.213.137,532099,2,0,0,1,14,2,1,1,1,0,1,209,4,3,1
107.180.128.204,774153,2,1,0,1,47,2,1,0,0,0,1,167,1,6,1
107.180.128.204,774153,2,1,0,1,47,2,1,0,0,0,1,167,2,8,1
107.180.128.204,774153,2,1,0,1,47,2,1,0,0,0,1,167,3,7,2
107.180.128.204,774153,2,1,0,1,47,2,1,0,0,0,1,167,4,6,1
192.126.244.39,710684,4,1,2,3,10,2,1,0,1,1,1,80,1,7,2
192.126.244.39,710684,4,1,2,3,10,2,1,0,1,1,1,80,2,4,1
192.126.244.39,710684,4,1,2,3,10,2,1,0,1,1,1,80,3,5,1
192.126.244.39,710684,4,1,2,3,10,2,1,0,1,1,1,80,4,4,2
208.195.172.51,748627,3,0,0,1,4,2,1,1,1,0,0,171,1,5,0
208.195.172.51,748627,3,0,0,1,4,2,1,1,1,0,0,171,2,4,0
208.195.172.51,748627,3,0,0,1,4,2,1,1,1,0,0,171,3,6,0
208.195.172.51,748627,3,0,0,1,4,2,1,1,1,0,0,171,4,4,0
147.124.220.16,257448,3,0,0,1,4,2,1,1,1,0,1,68,1,7,1
147.124.220.16,257448,3,0,0,1,4,2,1,1,1,0,1,68,2,6,1
147.124.220.16,257448,3,0,0,1,4,2,1,1,1,0,1,68,3,4,2
147.124.220.16,257448,3,0,0,1,4,2,1,1,1,0,1,68,4,6,1
147.124.211.242,956162,2,1,2,1,4,2,1,0,1,1,1,60,1,6,2
147.124.211.242,956162,2,1,2,1,4,2,1,0,1,1,1,60,2,7,1
147.124.211.242,956162,2,1,2,1,4,2,1,0,1,1,1,60,3,7,1
147.124.211.242,956162,2,1,2,1,4,2,1,0,1,1,1,60,4,8,1
208.221.42.20,553641,2,1,0,1,13,2,1,1,1,0,0,141,1,5,0
208.221.42.20,553641,2,1,0,1,13,2,1,1,1,0,0,141,2,6,0
208.221.42.20,553641,2,1,0,1,13,2,1,1,1,0,0,141,3,4,0
208.221.42.20,553641,2,1,0,1,13,2,1,1,1,0,0,141,4,8,0
128.254.167.171,238035,2,1,0,2,43,2,1,1,0,0,0,122,1,4,0
128.254.167.171,238035,2,1,0,2,43,2,1,1,0,0,0,122,2,6,0
128.254.167.171,238035,2,1,0,2,43,2,1,1,0,0,0,122,3,1,0
128.254.167.171,238035,2,1,0,2,43,2,1,1,0,0,0,122,4,2,0
107.180.132.33,998141,2,0,0,3,9,2,1,0,1,1,1,272,1,8,1
107.180.132.33,998141,2,0,0,3,9,2,1,0,1,1,1,272,2,10,1
107.180.132.33,998141,2,0,0,3,9,2,1,0,1,1,1,272,3,10,2
107.180.132.33,998141,2,0,0,3,9,2,1,0,1,1,1,272,4,7,1
208.221.44.127,553997,3,1,0,1,9,2,1,1,0,0,1,341,1,5,1
208.221.44.127,553997,3,1,0,1,9,2,1,1,0,0,1,341,2,5,2
208.221.44.127,553997,3,1,0,1,9,2,1,1,0,0,1,341,3,5,1
208.221.44.127,553997,3,1,0,1,9,2,1,1,0,0,1,341,4,4,2
163.123.222.21,331463,3,1,0,2,4,2,1,1,1,1,1,401,1,5,1
163.123.222.21,331463,3,1,0,2,4,2,1,1,1,1,1,401,2,6,1
163.123.222.21,331463,3,1,0,2,4,2,1,1,1,1,1,401,3,8,2
163.123.222.21,331463,3,1,0,2,4,2,1,1,1,1,1,401,4,7,1
104.171.171.144,688706,3,1,0,1,43,2,1,0,0,0,1,246,1,4,1
104.171.171.144,688706,3,1,0,1,43,2,1,0,0,0,1,246,2,7,1
104.171.171.144,688706,3,1,0,1,43,2,1,0,0,0,1,246,3,5,1
104.171.171.144,688706,3,1,0,1,43,2,1,0,0,0,1,246,4,7,2
208.195.173.160,561518,2,1,2,2,6,2,1,1,1,0,1,92,1,9,2
208.195.173.160,561518,2,1,2,2,6,2,1,1,1,0,1,92,2,7,2
208.195.173.160,561518,2,1,2,2,6,2,1,1,1,0,1,92,3,8,2
208.195.173.160,561518,2,1,2,2,6,2,1,1,1,0,1,92,4,5,1
202.182.71.170,668819,4,0,0,1,19,2,1,1,2,0,1,120,1,6,1
202.182.71.170,668819,4,0,0,1,19,2,1,1,2,0,1,120,2,7,1
202.182.71.170,668819,4,0,0,1,19,2,1,1,2,0,1,120,3,3,2
202.182.71.170,668819,4,0,0,1,19,2,1,1,2,0,1,120,4,8,2
208.218.230.124,657607,2,0,0,2,4,2,1,0,0,1,1,229,1,7,2
208.218.230.124,657607,2,0,0,2,4,2,1,0,0,1,1,229,2,7,1
208.218.230.124,657607,2,0,0,2,4,2,1,0,0,1,1,229,3,6,1
208.218.230.124,657607,2,0,0,2,4,2,1,0,0,1,1,229,4,5,1
149.46.48.52,850555,1,1,0,1,23,2,1,1,1,0,0,95,1,4,0
149.46.48.52,850555,1,1,0,1,23,2,1,1,1,0,0,95,2,5,0
149.46.48.52,850555,1,1,0,1,23,2,1,1,1,0,0,95,3,7,0
149.46.48.52,850555,1,1,0,1,23,2,1,1,1,0,0,95,4,7,0
202.182.68.36,558234,2,1,0,2,35,2,1,0,0,1,1,233,1,3,1
202.182.68.36,558234,2,1,0,2,35,2,1,0,0,1,1,233,2,7,1
202.182.68.36,558234,2,1,0,2,35,2,1,0,0,1,1,233,3,5,1
202.182.68.36,558234,2,1,0,2,35,2,1,0,0,1,1,233,4,3,2
208.221.40.91,813132,3,1,0,1,5,2,1,1,1,0,1,144,1,5,2
208.221.40.91,813132,3,1,0,1,5,2,1,1,1,0,1,144,2,8,2
208.221.40.91,813132,3,1,0,1,5,2,1,1,1,0,1,144,3,8,2
208.221.40.91,813132,3,1,0,1,5,2,1,1,1,0,1,144,4,9,2
149.28.246.44,519713,4,1,0,1,43,2,1,1,0,1,1,334,1,2,2
149.28.246.44,519713,4,1,0,1,43,2,1,1,0,1,1,334,2,2,1
149.28.246.44,519713,4,1,0,1,43,2,1,1,0,1,1,334,3,3,2
149.28.246.44,519713,4,1,0,1,43,2,1,1,0,1,1,334,4,2,1
174.209.196.163,998095,3,1,2,1,10,2,2,0,0,1,0,353,1,4,0
174.209.196.163,998095,3,1,2,1,10,2,2,0,0,1,0,353,2,7,0
174.209.196.163,998095,3,1,2,1,10,2,2,0,0,1,0,353,3,5,0
174.209.196.163,998095,3,1,2,1,10,2,2,0,0,1,0,353,4,8,0
66.207.176.17,479231,3,0,0,3,9,2,1,1,1,1,0,115,1,4,0
66.207.176.17,479231,3,0,0,3,9,2,1,1,1,1,0,115,2,1,0
66.207.176.17,479231,3,0,0,3,9,2,1,1,1,1,0,115,3,6,0
66.207.176.17,479231,3,0,0,3,9,2,1,1,1,1,0,115,4,4,0
208.221.47.181,406681,3,0,0,1,9,2,1,0,1,1,1,378,1,4,2
208.221.47.181,406681,3,0,0,1,9,2,1,0,1,1,1,378,2,7,1
208.221.47.181,406681,3,0,0,1,9,2,1,0,1,1,1,378,3,6,1
208.221.47.181,406681,3,0,0,1,9,2,1,0,1,1,1,378,4,7,1
208.221.40.82,988893,3,0,0,1,25,2,1,0,0,1,0,111,1,3,0
208.221.40.82,988893,3,0,0,1,25,2,1,0,0,1,0,111,2,3,0
208.221.40.82,988893,3,0,0,1,25,2,1,0,0,1,0,111,3,4,0
208.221.40.82,988893,3,0,0,1,25,2,1,0,0,1,0,111,4,2,0
155.193.157.170,659512,2,0,0,2,27,2,1,1,1,0,1,306,1,6,1
155.193.157.170,659512,2,0,0,2,27,2,1,1,1,0,1,306,2,8,1
155.193.157.170,659512,2,0,0,2,27,2,1,1,1,0,1,306,3,6,2
155.193.157.170,659512,2,0,0,2,27,2,1,1,1,0,1,306,4,6,1
208.221.44.249,772808,2,0,0,1,10,2,1,0,1,0,0,366,1,7,0
208.221.44.249,772808,2,0,0,1,10,2,1,0,1,0,0,366,2,5,0
208.221.44.249,772808,2,0,0,1,10,2,1,0,1,0,0,366,3,6,0
208.221.44.249,772808,2,0,0,1,10,2,1,0,1,0,0,366,4,6,0
154.21.154.78,432217,1,0,0,3,2,2,1,1,2,1,0,91,1,7,0
154.21.154.78,432217,1,0,0,3,2,2,1,1,2,1,0,91,2,6,0
154.21.154.78,432217,1,0,0,3,2,2,1,1,2,1,0,91,3,5,0
154.21.154.78,432217,1,0,0,3,2,2,1,1,2,1,0,91,4,7,0
149.46.136.143,422432,2,1,0,2,46,2,1,1,1,1,1,415,1,6,1
149.46.136.143,422432,2,1,0,2,46,2,1,1,1,1,1,415,2,6,1
149.46.136.143,422432,2,1,0,2,46,2,1,1,1,1,1,415,3,8,2
149.46.136.143,422432,2,1,0,2,46,2,1,1,1,1,1,415,4,5,1
147.124.220.151,395098,5,0,0,2,40,2,1,1,1,1,0,66,1,5,0
147.124.220.151,395098,5,0,0,2,40,2,1,1,1,1,0,66,2,6,0
147.124.220.151,395098,5,0,0,2,40,2,1,1,1,1,0,66,3,4,0
147.124.220.151,395098,5,0,0,2,40,2,1,1,1,1,0,66,4,9,0
5.161.131.0,785084,1,1,0,3,0,2,1,1,0,0,1,70,1,3,2
5.161.131.0,785084,1,1,0,3,0,2,1,1,0,0,1,70,2,8,2
5.161.131.0,785084,1,1,0,3,0,2,1,1,0,0,1,70,3,6,1
5.161.131.0,785084,1,1,0,3,0,2,1,1,0,0,1,70,4,8,1
206.232.30.235,464812,2,0,0,3,5,0,2,0,0,1,0,401,1,4,0
206.232.30.235,464812,2,0,0,3,5,0,2,0,0,1,0,401,2,9,0
206.232.30.235,464812,2,0,0,3,5,0,2,0,0,1,0,401,3,5,0
206.232.30.235,464812,2,0,0,3,5,0,2,0,0,1,0,401,4,2,0
172.84.188.144,522858,2,1,0,1,35,2,1,1,1,1,0,245,1,8,0
172.84.188.144,522858,2,1,0,1,35,2,1,1,1,1,0,245,2,5,0
172.84.188.144,522858,2,1,0,1,35,2,1,1,1,1,0,245,3,3,0
172.84.188.144,522858,2,1,0,1,35,2,1,1,1,1,0,245,4,5,0
206.82.3.78,512842,4,0,0,1,43,2,1,1,1,1,0,75,1,6,0
206.82.3.78,512842,4,0,0,1,43,2,1,1,1,1,0,75,2,4,0
206.82.3.78,512842,4,0,0,1,43,2,1,1,1,1,0,75,3,7,0
206.82.3.78,512842,4,0,0,1,43,2,1,1,1,1,0,75,4,4,0
128.254.167.73,568884,2,1,0,2,1,2,1,1,0,1,0,176,1,1,0
128.254.167.73,568884,2,1,0,2,1,2,1,1,0,1,0,176,2,2,0
128.254.167.73,568884,2,1,0,2,1,2,1,1,0,1,0,176,3,1,0
128.254.167.73,568884,2,1,0,2,1,2,1,1,0,1,0,176,4,1,0
155.193.157.40,499150,1,0,0,4,4,2,1,1,1,1,1,144,1,4,1
155.193.157.40,499150,1,0,0,4,4,2,1,1,1,1,1,144,2,6,1
155.193.157.40,499150,1,0,0,4,4,2,1,1,1,1,1,144,3,8,1
155.193.157.40,499150,1,0,0,4,4,2,1,1,1,1,1,144,4,6,1
192.126.232.15,625582,1,1,0,3,18,2,1,1,1,1,1,142,1,4,1
192.126.232.15,625582,1,1,0,3,18,2,1,1,1,1,1,142,2,8,1
192.126.232.15,625582,1,1,0,3,18,2,1,1,1,1,1,142,3,7,1
192.126.232.15,625582,1,1,0,3,18,2,1,1,1,1,1,142,4,8,1
209.166.197.122,263628,2,1,0,3,33,2,1,1,0,0,0,146,1,7,0
209.166.197.122,263628,2,1,0,3,33,2,1,1,0,0,0,146,2,5,0
209.166.197.122,263628,2,1,0,3,33,2,1,1,0,0,0,146,3,9,0
209.166.197.122,263628,2,1,0,3,33,2,1,1,0,0,0,146,4,7,0
107.180.135.53,806135,2,1,0,1,4,2,1,1,1,1,0,269,1,6,0
107.180.135.53,806135,2,1,0,1,4,2,1,1,1,1,0,269,2,8,0
107.180.135.53,806135,2,1,0,1,4,2,1,1,1,1,0,269,3,9,0
107.180.135.53,806135,2,1,0,1,4,2,1,1,1,1,0,269,4,9,0
208.195.16.164,211764,2,1,0,1,9,2,1,0,1,1,0,199,1,6,0
208.195.16.164,211764,2,1,0,1,9,2,1,0,1,1,0,199,2,7,0
208.195.16.164,211764,2,1,0,1,9,2,1,0,1,1,0,199,3,4,0
208.195.16.164,211764,2,1,0,1,9,2,1,0,1,1,0,199,4,8,0
121.91.230.57,535631,2,0,0,2,4,2,1,1,1,1,0,79,1,7,0
121.91.230.57,535631,2,0,0,2,4,2,1,1,1,1,0,79,2,7,0
121.91.230.57,535631,2,0,0,2,4,2,1,1,1,1,0,79,3,5,0
121.91.230.57,535631,2,0,0,2,4,2,1,1,1,1,0,79,4,8,0
208.195.162.188,127500,1,1,2,2,46,2,1,0,1,1,0,89,1,2,0
208.195.162.188,127500,1,1,2,2,46,2,1,0,1,1,0,89,2,2,0
208.195.162.188,127500,1,1,2,2,46,2,1,0,1,1,0,89,3,2,0
208.195.162.188,127500,1,1,2,2,46,2,1,0,1,1,0,89,4,2,0
23.252.193.60,910583,1,0,0,1,9,2,1,1,1,1,0,115,1,6,0
23.252.193.60,910583,1,0,0,1,9,2,1,1,1,1,0,115,2,7,0
23.252.193.60,910583,1,0,0,1,9,2,1,1,1,1,0,115,3,9,0
23.252.193.60,910583,1,0,0,1,9,2,1,1,1,1,0,115,4,10,0
208.196.127.121,376074,2,1,0,0,1,2,1,0,1,1,0,385,1,10,0
208.196.127.121,376074,2,1,0,0,1,2,1,0,1,1,0,385,2,8,0
208.196.127.121,376074,2,1,0,0,1,2,1,0,1,1,0,385,3,10,0
208.196.127.121,376074,2,1,0,0,1,2,1,0,1,1,0,385,4,10,0
208.221.41.199,360387,5,1,0,2,38,2,1,0,1,1,0,109,1,4,0
208.221.41.199,360387,5,1,0,2,38,2,1,0,1,1,0,109,2,3,0
208.221.41.199,360387,5,1,0,2,38,2,1,0,1,1,0,109,3,2,0
208.221.41.199,360387,5,1,0,2,38,2,1,0,1,1,0,109,4,5,0
63.160.189.203,447942,2,1,2,2,46,2,1,1,1,1,0,230,1,5,0
63.160.189.203,447942,2,1,2,2,46,2,1,1,1,1,0,230,2,6,0
63.160.189.203,447942,2,1,2,2,46,2,1,1,1,1,0,230,3,6,0
63.160.189.203,447942,2,1,2,2,46,2,1,1,1,1,0,230,4,6,0
24.185.45.223,599895,3,0,0,3,33,1,0,0,0,0,1,152,1,6,1
24.185.45.223,599895,3,0,0,3,33,1,0,0,0,0,1,152,2,9,2
24.185.45.223,599895,3,0,0,3,33,1,0,0,0,0,1,152,3,7,1
24.185.45.223,599895,3,0,0,3,33,1,0,0,0,0,1,152,4,7,2
128.254.166.228,894700,1,0,2,2,15,2,1,0,0,0,1,184,1,8,2
128.254.166.228,894700,1,0,2,2,15,2,1,0,0,0,1,184,2,9,1
128.254.166.228,894700,1,0,2,2,15,2,1,0,0,0,1,184,3,8,1
128.254.166.228,894700,1,0,2,2,15,2,1,0,0,0,1,184,4,7,1
128.254.164.144,832667,2,1,0,3,15,2,1,1,1,1,0,118,1,4,0
128.254.164.144,832667,2,1,0,3,15,2,1,1,1,1,0,118,2,3,0
128.254.164.144,832667,2,1,0,3,15,2,1,1,1,1,0,118,3,3,0
128.254.164.144,832667,2,1,0,3,15,2,1,1,1,1,0,118,4,2,0
117.255.119.40,395443,1,0,0,1,43,2,1,1,1,0,0,380,1,8,0
117.255.119.40,395443,1,0,0,1,43,2,1,1,1,0,0,380,2,9,0
117.255.119.40,395443,1,0,0,1,43,2,1,1,1,0,0,380,3,7,0
