StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q2,Q27,Q28,Q3,Q4,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q7,Q8,Q9,Q10,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q25_0_GROUP,Q25_1_GROUP,Q25_0_1_RANK,Q25_0_3_RANK,Q25_0_12_RANK,Q25_0_16_RANK,Q25_1_1_RANK,Q25_1_3_RANK,Q25_1_12_RANK,Q25_1_16_RANK,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q29_0_GROUP,Q29_1_GROUP,Q29_2_GROUP,Q29_0_1_RANK,Q29_0_2_RANK,Q29_0_3_RANK,Q29_0_4_RANK,Q29_0_5_RANK,Q29_0_6_RANK,Q29_1_1_RANK,Q29_1_2_RANK,Q29_1_3_RANK,Q29_1_4_RANK,Q29_1_5_RANK,Q29_1_6_RANK,Q29_2_1_RANK,Q29_2_2_RANK,Q29_2_3_RANK,Q29_2_4_RANK,Q29_2_5_RANK,Q29_2_6_RANK,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q74_1,Q74_2,Q74_3,Q74_4,Q75_1,Q75_2,Q75_3,Q75_4,Q76_1,Q76_2,Q76_3,Q76_4,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Small_1,Small_2,Small_3,Small_4,Medium_1,Medium_2,Medium_3,Medium_4,Large_1,Large_2,Large_3,Large_4,Q26,Random ID,Message_Received,Shelter_Information,Shelter_Type_1,Shelter_Type_2,Shelter_Type_3,Shelter_Type_4
11/22/22 11:29,11/22/22 11:30,IP Address,128.254.166.130,100,68,TRUE,11/22/22 11:30,R_2AL8M6gOq6v1O7y,,,,,40.0242,-79.8846,anonymous,EN,0.899999976,,0,55,,3.388,15.547,16.765,6,35-44 years old,Male,Married,"$75,000-$99,999",Alaska,3.56,7.99,9.503,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3.355,13.021,15.271,8,,,,,6,5,5,6,,,,,,,,,,,,,,,,,,,,,596706,596706,Yes,No,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,67.212.107.127,100,182,TRUE,11/22/22 11:30,R_2OJT5Zs6goBcNYo,,,,,42.5243,-92.4479,anonymous,EN,1,,0,0,,3.191,9.524,10.248,6,35-44 years old,Male,Married,"$100,000-$149,000",Iowa,1.148,12.191,13.245,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,20.583,42.355,57.402,18,,,,,3,1 (low),9,1 (low),,,,,,,,,,,,,,,,,,,,,145170,145170,Yes,No,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,128.254.166.117,100,154,TRUE,11/22/22 11:30,R_3e2ceQ8ezgKnh5I,,,,,40.0242,-79.8846,anonymous,EN,0.899999976,,0,55,,1.363,8.787,9.053,2,18-24 years old,Male,Married,"$25,000-$49,999",Indiana,1.831,6.51,8.73,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.066,9.909,11.668,5,,,,,4,4,1 (low),3,,,,,971433,971433,Yes,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,149.46.193.215,100,177,TRUE,11/22/22 11:30,R_2Ynvpvjt3bMjRYb,,,,,40.5237,-74.4151,anonymous,EN,0.899999976,,0,25,,2.873,11.716,12.974,6,25-34 years old,Female,Married,"$25,000-$49,999",Georgia,1.582,9.445,11.567,4,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.824,22.582,24.258,9,6,5,8,8,,,,,,,,,,,,,,,,,,,,,,,,,445979,445979,Yes,No,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,147.124.220.136,100,159,TRUE,11/22/22 11:30,R_10Oi0jfS0ixSXPM,,,,,32.7797,-96.8022,anonymous,EN,1,,0,25,,2.28,17.023,17.855,7,25-34 years old,Male,Married,"$25,000-$49,999",Maryland,1.582,5.158,8.624,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.228,14.662,24.524,8,,,,,5,6,5,6,,,,,,242025,Yes,Yes,Traditional Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:28,11/22/22 11:30,IP Address,209.185.41.134,100,125,TRUE,11/22/22 11:30,R_2DYKPw1qB6K7Jub,,,,,42.4652,-83.3713,anonymous,EN,1,,0,0,,7.084,14.442,15.225,6,35-44 years old,Male,Married,"$25,000-$49,999",North Carolina,43.191,46.691,47.45,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.686,9.834,11.24,8,,,,,4,6,6,7,,,,,,,,,,,,,,,,,,,,,273857,273857,Yes,No,Traditional Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:25,11/22/22 11:30,IP Address,202.182.69.185,100,300,TRUE,11/22/22 11:30,R_1msLxBP4hzf0bCk,,,,,40.7123,-74.0068,anonymous,EN,0.899999976,,0,25,,1.211,19.952,23.117,6,35-44 years old,Female,Married,"$100,000-$149,000",Missouri,2.21,19.114,19.663,8,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.177,13.084,14.318,9,8,10 (high),10 (high),10 (high),,,,,,,,,,,,,,,,,,,,,,,,,251257,251257,Yes,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,136.175.102.2,100,205,TRUE,11/22/22 11:30,R_1kLlZBDqtiEt8F9,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,75,,7.892,24.524,26.064,6,25-34 years old,Male,Single,"$50,000-$74,999",Florida,1.95,15.943,17.734,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,3.939,9.171,89.798,2,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,8.888,16.153,33.817,2,,,,,7,8,7,8,,,,,,,,,,,,,,,,,,,,,882591,882591,No,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,107.161.115.254,100,200,TRUE,11/22/22 11:30,R_ZjHtaTAYfgRXVyF,,,,,35.2316,-80.8428,anonymous,EN,0.899999976,,0,25,,2.365,45.445,47.234,8,25-34 years old,Male,Married,"$50,000-$74,999",Alabama,2.403,34.479,34.771,12,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,63.407,0,"French BullDog,Beagle","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",1,,,,2,,,1,,2,,,,,2,,,1,0.928,14.403,15.547,7,,,,,7,6,5,7,,,,,,,,,,,,,,,,,,,,,Survey good,561107,No,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:28,11/22/22 11:30,IP Address,155.193.133.102,100,152,TRUE,11/22/22 11:30,R_1qWD6z18YJP95cg,,,,,42.0514,-93.6908,anonymous,EN,1,,0,35,,3.901,14.418,15.55,6,65+ years old,Male,Married,"$25,000-$49,999",Florida,1.605,15.669,17.246,7,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3.605,72.821,75.847,9,,,,,5,7,5,8,,,,,,,,,,,,,,,,,,,,,,587911,Yes,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,185.196.24.248,100,200,TRUE,11/22/22 11:30,R_2tbqXOHhktKNLxg,,,,,33.4475,-112.0866,anonymous,EN,0.899999976,,0,55,,1.582,28.631,29.437,6,Under 18 years,Male,Married,"$75,000-$99,999",Ohio,1.619,15.939,17.597,5,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,119.019,0,"French BullDog,Beagle","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",1,,,,2,,,1,,2,,,,,1,,,2,6.658,14.759,16.115,8,,,,,4,7,5,7,,,,,,,,,,,,,,,,,,,,,191310,191310,No,No,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:26,11/22/22 11:30,IP Address,163.123.220.156,100,276,TRUE,11/22/22 11:30,R_248Z9cQIgza2f7K,,,,,30.0409,-95.5302,anonymous,EN,1,,0,25,,16.775,24.669,26.646,6,35-44 years old,Female,Married,"$50,000-$74,999",Washington,10.253,14.337,15.488,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,0,0,89.859,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",2,,,,1,,,1,,2,,,,,2,,,1,80.13,127.241,128.368,8,5,6,9,7,,,,,,,,,,,,,,,,,,,,,,,,,856465,856465,No,No,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:28,11/22/22 11:30,IP Address,73.0.155.123,100,148,TRUE,11/22/22 11:30,R_2f83RUpk6SVuPev,,,,,26.7457,-80.0722,anonymous,EN,1,,0,0,,2.255,13.863,15.927,6,25-34 years old,Female,Married,"Less than $25,000",Florida,1.657,6.411,8.359,4,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.567,38.975,41.395,8,10 (high),10 (high),10 (high),10 (high),,,,,,,,,326337,326337,Yes,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:29,11/22/22 11:30,IP Address,208.194.199.189,100,81,TRUE,11/22/22 11:30,R_cwhvmwju8VUkVIR,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,35,,3.008,12.539,13.992,7,25-34 years old,Female,Single,"$50,000-$74,999",Virginia,1.599,8.766,10.157,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,22.823,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,,,,,,,,,,,,,,,,,5.408,21.771,22.686,8,,,,,8,3,9,4,,,,,543090,543090,No,Yes,Traditional Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,208.207.190.111,100,194,TRUE,11/22/22 11:30,R_vMFCS3Zpbq0VYOZ,,,,,40.7683,-73.9802,anonymous,EN,1,,0,75,,3.12,11.164,12.112,8,35-44 years old,Male,Married,"$25,000-$49,999",California,2.91,18.832,21.704,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,19.638,19.638,115.896,1,"French BullDog,Beagle","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",1,,,,2,,,1,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,7.1,21.35,22.495,10,,,,,7,7,10 (high),10 (high),,,,,435185,435185,No,Yes,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:27,11/22/22 11:30,IP Address,66.207.176.36,100,224,TRUE,11/22/22 11:30,R_2rJi9dnfrkSmjSF,,,,,39.5125,-76.1806,anonymous,EN,0.899999976,,0,0,,30.704,43.017,44.48,6,65+ years old,Female,Married,"$25,000-$49,999",Vermont,2.462,13.896,15.585,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,2.903,42.579,96.525,3,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",2,,,,1,,,2,,1,,,,,1,,,2,,,,,,,,,,,,,,,,,4.058,22.15,22.505,10,,,,,8,4,6,7,,,,,,895353,No,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:29,11/22/22 11:30,IP Address,216.39.37.12,100,92,TRUE,11/22/22 11:30,R_2S221mVHtElIF7B,,,,,40.7123,-74.0068,anonymous,EN,1,,0,0,,2.777,15.962,17.044,6,18-24 years old,Male,Married,"$25,000-$49,999",Texas,4.973,11.233,12.769,5,Yes,Dogs,I will adopt a dog,Large (Greater than 60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,12.2,13.5,8,,,,,,,,,4,6,7,8,,,,,,,,,,,,,,,,,849901,849901,Yes,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:29,11/22/22 11:30,IP Address,216.250.252.206,100,75,TRUE,11/22/22 11:30,R_2EaC3qncTZN94WD,,,,,37.751,-97.822,anonymous,EN,1,,0,25,,1.743,19.113,19.84,7,25-34 years old,Male,Single,"$25,000-$49,999",Wisconsin,1.118,4.971,10.415,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,24.855,0,"French BullDog,Beagle","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",1,,,,2,,,2,,1,,,,,2,,,1,1.749,11.329,12.532,9,,,,,7,6,7,5,,,,,,,,,,,,,,,,,,,,,,201991,No,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:28,11/22/22 11:30,IP Address,136.175.103.7,100,159,TRUE,11/22/22 11:30,R_23djrBXiy9mOwqT,,,,,37.751,-97.822,anonymous,EN,1,,0,105,,1.628,22.673,25.623,7,25-34 years old,Male,Married,"$50,000-$74,999",Alaska,1.26,6.467,8.953,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8.206,59.723,62.367,9,1 (low),1 (low),1 (low),1 (low),,,,,,,,,,,,,,,,,,,,,,,,,601722,601722,Yes,No,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:26,11/22/22 11:30,IP Address,66.42.87.88,100,242,TRUE,11/22/22 11:30,R_1o1CVbIh2hHcIzQ,,,,,33.7838,-84.4455,anonymous,EN,0.899999976,,0,25,,29.911,69.765,71.446,8,45-54 years old,Female,Married,"Less than $25,000",Florida,5.752,22.113,23.258,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,2.881,5.309,92.234,2,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,,,,,,,,,,,,,,,,,4.972,21.463,23.154,8,,,,,9,8,7,7,,,,,487259,487259,No,Yes,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:25,11/22/22 11:30,IP Address,45.63.111.151,100,300,TRUE,11/22/22 11:30,R_1lzuJbpBpyJ3BFm,,,,,25.8119,-80.2318,anonymous,EN,0.899999976,,0,25,,4.45,24.638,26.55,6,45-54 years old,Female,Married,"$50,000-$74,999",Texas,2.824,16.028,18.1,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,45.486,47.907,10,,,,,7,9,5,3,,,,,607238,607238,Yes,Yes,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:27,11/22/22 11:31,IP Address,208.195.171.73,100,202,TRUE,11/22/22 11:31,R_1r0OEDTd61m6zUo,,,,,38.7913,-77.2806,anonymous,EN,0.899999976,,0,30,,1.836,16.404,18.576,6,25-34 years old,Male,Married,"$50,000-$74,999",Indiana,2.015,13.876,15.535,5,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,97.411,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",2,,,,1,,,1,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,1.392,11.639,12.023,5,,,,,7,5,10 (high),10 (high),,,,,860900,860900,No,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:27,11/22/22 11:31,IP Address,209.185.41.148,100,205,TRUE,11/22/22 11:31,R_2Pb6xFV0AdJXgeT,,,,,42.4652,-83.3713,anonymous,EN,1,,0,0,,5.145,29.585,30.999,9,45-54 years old,Male,Married,"$50,000-$74,999",North Carolina,3.006,25.766,26.768,5,Yes,Neither dogs nor cats,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,95.492,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",2,,,,1,,,1,,2,,,,,2,,,1,4.571,21.402,22.302,9,,,,,6,7,6,7,,,,,,,,,,,,,,,,,,,,,939703,939703,No,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:28,11/22/22 11:31,IP Address,154.27.67.110,100,156,TRUE,11/22/22 11:31,R_1rB675aBwEYy3kU,,,,,37.751,-97.822,anonymous,EN,1,,0,55,,28.989,42.486,44.705,6,25-34 years old,Male,Single,"$50,000-$74,999",Connecticut,1.673,6.502,8.388,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,16.19,16.19,68.492,1,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",2,,,,1,,,2,,1,,,,,2,,,1,3.097,14.261,15.365,11,,,,,5,5,3,7,,,,,,,,,,,,,,,,,,,,,A211YX151A3S9X,190493,No,No,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:26,11/22/22 11:31,IP Address,202.182.70.166,100,268,TRUE,11/22/22 11:31,R_R8scDzPXSrIUKtz,,,,,40.7123,-74.0068,anonymous,EN,0.800000012,,0,25,,2.736,11.271,12.56,6,35-44 years old,Male,Married,"$75,000-$99,999",California,1.984,26.864,29.029,5,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.883,16.528,17.473,8,3,4,5,4,,,,,,,,,913416,913416,Yes,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:27,11/22/22 11:31,IP Address,23.135.40.168,100,231,TRUE,11/22/22 11:31,R_1kGt4GA2D5sfAAw,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,0,,44.044,59.33,60.084,8,35-44 years old,Female,Married,"$75,000-$99,999",Texas,1.466,29.291,30.676,6,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.696,7.266,11.569,8,,,,,7,8,9,5,,,,,843545,843545,Yes,Yes,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:28,11/22/22 11:31,IP Address,208.195.160.55,100,180,TRUE,11/22/22 11:31,R_1r6edBS5xgA168X,,,,,38.7913,-77.2806,anonymous,EN,0.800000012,,0,0,,11.177,20.574,21.907,6,25-34 years old,Male,Married,"$50,000-$74,999",California,1.618,11.618,14.107,5,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,86.356,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",2,,,,1,,,1,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,2.592,17.055,17.989,9,,,,,5,5,7,7,,,,,541749,541749,No,Yes,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:26,11/22/22 11:31,IP Address,208.194.203.222,100,304,TRUE,11/22/22 11:31,R_1lcyaU8bRzQU8Lj,,,,,37.751,-97.822,anonymous,EN,1,,0,30,,5.447,19.529,20.915,9,25-34 years old,Male,Married,"$100,000-$149,000",New York,196.579,200.728,201.73,6,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.732,8.369,11.597,8,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,984875,984875,Yes,No,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:29,11/22/22 11:31,IP Address,208.195.163.3,100,96,TRUE,11/22/22 11:31,R_psolH84OUEFK85b,,,,,38.7913,-77.2806,anonymous,EN,1,,0,0,,7.817,26.483,28.143,7,35-44 years old,Male,Married,"$25,000-$49,999",Florida,1.782,11.79,12.948,6,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.043,19.683,20.575,10,4,8,3,9,,,,,,,,,A9DHCNNON2ZK5,331657,Yes,Yes,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:27,11/22/22 11:31,IP Address,192.126.253.234,100,205,TRUE,11/22/22 11:31,R_2cwtoIG81RVD8mG,,,,,47.63,-122.2972,anonymous,EN,0.899999976,,0,105,,5.871,17.165,18.514,6,18-24 years old,Male,Married,"$50,000-$74,999",New Mexico,2.008,8.032,10.07,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,125.22,0,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",2,,,,1,,,2,,1,,,,,1,,,2,0.968,12.46,13.965,9,,,,,6,6,7,6,,,,,,,,,,,,,,,,,,,,,737158,737158,No,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:28,11/22/22 11:31,IP Address,208.207.181.98,100,156,TRUE,11/22/22 11:31,R_WD9dGf8OxNgC7a9,,,,,40.7123,-73.7985,anonymous,EN,1,,0,75,,28.264,39.736,41.09,8,45-54 years old,Male,Married,"$75,000-$99,999",Utah,1.16,18.633,19.852,6,Yes,Neither dogs nor cats,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,5.931,23.22,70.806,4,"French BullDog,Beagle","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",1,,,,2,,,2,,1,,,,,2,,,1,3.115,9.88,11.081,8,,,,,7,7,6,8,,,,,,,,,,,,,,,,,,,,,367202,367202,No,No,Traditional Shelter,No-Kill Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:28,11/22/22 11:31,IP Address,202.182.69.175,100,137,TRUE,11/22/22 11:31,R_2zNH62mXKbJQOC4,,,,,40.7123,-74.0068,anonymous,EN,0.400000006,,0,75,,2.556,25.542,26.839,9,55-64 years old,Male,Married,"$25,000-$49,999",Wisconsin,3.211,14.761,16,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,34.032,34.032,52.688,1,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",2,,,,1,,,1,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,4.474,19.303,20.154,8,,,,,6,8,4,6,,,,,268076,268076,No,Yes,No-Kill Shelter,Traditional Shelter,Traditional Shelter,Traditional Shelter
